user_id,name,preference,age,food_id,food_name,food_category,food_subcategory,processing_level,caffeine_content_mg,flavor_profile,common_allergens,glycemic_index,inflammatory_index,calories_kcal,impact_on_cramps,impact_on_bloating,impact_on_headache,impact_on_mood_swings,impact_on_fatigue,impact_on_acne
1.0,User1,High Protein,62.18774419390705,23.384457347935985,Flaxseeds,Nuts & Seeds,Pseudograins,Natural,0.0,Bitter,,56.253812860294225,9.048930069192963,542.9387781940666,Harmful,Harmful,Harmful,Beneficial,Neutral,Neutral
1.0,User1,Low Carb,64.25360163624993,17.895222173827403,Kefir,Dairy,Kefir,Minimally Processed,0.0,Sour,Dairy,70.0,6.046023765642289,310.7524313934814,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
14.741187881237597,User1,Low Carb,62.55202398994197,27.987016908175924,Red Wine,Beverages,Alcohol,Minimally Processed,1.3206643036449932,Bitter,,41.534058536037335,3.956364618609044,18.871710752112904,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
7.090424605464368,User1,High Protein,65.0,10.652485941746518,Garlic,Vegetables,Alliums,Highly Processed,3.3426661314441435,Spicy,,30.396322787819283,8.764718433543797,26.85177629458306,Harmful,Harmful,Harmful,Beneficial,Beneficial,Beneficial
1.0,User1,Low Carb,62.5475335885323,8.205580844781332,Garlic,Fruits,Root Vegetables,Minimally Processed,0.5222710917064886,Sweet,,53.196954211934404,4.7618886224043875,26.65111865399421,Neutral,Neutral,Neutral,Neutral,Neutral,Beneficial
39.386256252594606,User1,Low Carb,64.46890537763441,15.98022963666469,Greek Yogurt,Dairy,Yogurt,Minimally Processed,0.0,Sour,Soy,33.60939523592547,1.0,85.64174484152493,Beneficial,Beneficial,Beneficial,Beneficial,Beneficial,Beneficial
22.476156272789748,User1,Balanced,63.558694385003,6.065566796852957,Broccoli,Fruits,Cruciferous,Natural,0.0,Bitter,,53.161211114183956,8.641711929990981,68.95910377958016,Neutral,Harmful,Harmful,Neutral,Neutral,Beneficial
1.0,User990,Low Carb,62.897987716973034,8.67390558336808,Salmon,Proteins,Fish,Natural,1.1521549003048737,Neutral,,40.52290278326469,3.267869235251095,134.67541041763153,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
2.444545856798722,User1,High Protein,64.53022741116278,24.542234007322282,Lentils,Legumes,Lentils,Minimally Processed,1.5966477509931996,Neutral,,49.66309566777386,1.911791940289203,110.88559551128206,Beneficial,Beneficial,Beneficial,Neutral,Beneficial,Neutral
1.0,User1,Low Carb,65.0,21.609466757197115,Almonds,Nuts & Seeds,Tree Nuts,Natural,0.0,Sour,Nuts,69.5180839435703,2.239342264356005,674.0675039209165,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
1.0,User2,High Protein,38.365480561605516,13.586836283649061,Eggs,Proteins,Eggs,Natural,0.0,Neutral,Eggs,37.09773970238869,2.251902031729945,118.49414440191174,Beneficial,Beneficial,Beneficial,Beneficial,Beneficial,Neutral
11.16554129181068,User228,High Protein,36.653852359770696,7.407362564622879,Kale,Vegetables,Leafy Greens,Natural,2.444829117061542,Bitter,,70.0,9.931038752158035,40.209544763461025,Neutral,Harmful,Harmful,Neutral,Beneficial,Beneficial
29.006050565733897,User2,High Protein,36.17022796934832,12.843429889879106,Tofu,Proteins,Plant Protein,Minimally Processed,0.0,Neutral,Soy,60.18042187993875,8.99476173289752,89.63018010673869,Harmful,Harmful,Harmful,Neutral,Neutral,Beneficial
1.0,User2,High Protein,37.86895956417715,1.535720380578284,Blueberries,Fruits,Berries,Natural,0.0,Sweet,Soy,70.0,8.877733505273412,197.27320602178554,Harmful,Beneficial,Harmful,Beneficial,Neutral,Beneficial
1.0,User2,High Protein,38.86401191732754,11.08493246349426,Chicken Breast,Proteins,Poultry,Highly Processed,0.0,Neutral,Eggs,60.69630319216767,4.336017021163137,158.72784217909043,Neutral,Neutral,Neutral,Neutral,Beneficial,Neutral
1.0,User5,High Protein,37.15433062684362,23.21297453159929,Chia Seeds,Nuts & Seeds,Seeds,Minimally Processed,0.6295610045845712,Neutral,,41.88687072174226,3.6661702578058457,548.2248922219671,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
1.0,User2,High Protein,37.85582782187486,18.655980740780283,Brown Rice,Grains,Whole Grains,Minimally Processed,0.0,Neutral,,48.038012861247836,3.2859622763607446,244.88677967171077,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
1.0,User2,High Protein,38.40484069009355,16.902506856212298,Greek Yogurt,Dairy,Yogurt,Minimally Processed,0.0,Sour,Dairy,33.36562436163849,1.0,91.67819834170702,Beneficial,Beneficial,Beneficial,Beneficial,Beneficial,Neutral
8.469137349175554,User2,High Protein,37.28296501372107,35.0,Dark Chocolate,Confectionery,Chocolate,Minimally Processed,15.887221925744832,Bitter,,65.61481555143038,7.602702985190228,0.0,Harmful,Harmful,Harmful,Beneficial,Beneficial,Neutral
11.7772214746651,User3,High Protein,44.00984975742545,26.39381568361152,Peppermint Tea,Beverages,Herbal Tea,Minimally Processed,3.3348932645109413,Bitter,,31.400473733924724,1.6843698041080462,141.97360924951897,Beneficial,Beneficial,Beneficial,Beneficial,Beneficial,Neutral
28.05641453062861,User3,High Protein,41.37235852537907,16.656708627429232,Greek Yogurt,Dairy,Yogurt,Minimally Processed,4.628701510084337,Sour,Dairy,35.62881631287702,1.0,92.76482487708385,Beneficial,Neutral,Beneficial,Beneficial,Beneficial,Neutral
56.83139574152113,User3,High Protein,42.54234325189222,3.42441416702626,White Bread,Fruits,Berries,Natural,0.0,Sweet,,43.69814161523326,10.0,81.86995158072,Harmful,Harmful,Harmful,Neutral,Beneficial,Beneficial
5.008311114280212,User3,High Protein,40.88208456718975,15.036585387759594,Tofu,Proteins,Plant Protein,Minimally Processed,0.0,Neutral,Soy,58.247487912617935,9.290458090246087,128.25682529135892,Harmful,Neutral,Harmful,Neutral,Neutral,Neutral
1.0,User3,High Protein,45.00358982749051,18.111335039727873,Quinoa,Grains,Pseudograins,Minimally Processed,0.0,Neutral,,37.31872823115306,7.1507658637353675,180.99643001152396,Harmful,Neutral,Harmful,Beneficial,Beneficial,Neutral
65.0653332669767,User3,Balanced,42.70457911630224,30.23701828482209,Coconut Oil,Herbs & Spices,Alcohol,Minimally Processed,0.4635072729264081,Bitter,,39.13960135004743,4.283182716826585,28.889837930223493,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
19.530505154393037,User3,High Protein,44.61605407808708,32.64222605359601,Cinnamon,Herbs & Spices,Spices,Natural,1.1860240264272686,Sweet,,38.744763828104674,4.007196071472292,42.26469254269628,Neutral,Neutral,Neutral,Beneficial,Beneficial,Neutral
1.0,User80,High Protein,42.73499562699581,13.11356873046514,Grass-fed Beef,Proteins,Red Meat,Natural,0.0,Neutral,,55.85140823907323,4.776520635878287,111.07752794309714,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
18.54879372197334,User3,High Protein,41.70825543753345,16.32689013818664,Kefir,Dairy,Kefir,Minimally Processed,0.0,Sour,Dairy,69.91519955905976,6.581264670904815,298.4750601205775,Neutral,Neutral,Neutral,Neutral,Beneficial,Neutral
46.49805951403501,User3,High Protein,44.428109147201255,25.563070808729265,Black Beans,Legumes,Tropical Fruits,Minimally Processed,0.0,Neutral,,30.0,1.8291758951138315,142.70124428366975,Beneficial,Beneficial,Beneficial,Beneficial,Beneficial,Neutral
1.0,User4,Low Carb,59.383495491171125,2.32042206620878,Oranges,Fruits,Citrus,Natural,0.0,Sweet,,69.08612380150439,6.758316667228572,45.988294725849144,Harmful,Neutral,Harmful,Neutral,Neutral,Beneficial
1.0,User4,Low Carb,59.704974145345375,20.247606194173567,Flaxseeds,Nuts & Seeds,Seeds,Natural,0.0,Bitter,,58.299968412444095,9.129174832075186,535.4365281649679,Harmful,Harmful,Harmful,Neutral,Neutral,Neutral
15.218749772699498,User4,Low Carb,59.519474181453184,15.702916906086177,Kefir,Dairy,Kefir,Minimally Processed,0.0,Sour,Dairy,66.26153312333302,5.960873808482097,316.3497938109738,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
12.762216296699988,User4,Balanced,59.82250191543048,20.435332795739782,White Bread,Grains,Bread,Highly Processed,3.175184808734996,Neutral,Gluten,33.81787549999965,2.314522185925462,159.13699802700222,Neutral,Neutral,Neutral,Beneficial,Beneficial,Beneficial
1.0,User4,Low Carb,61.374825673487685,14.87141312676693,Eggs,Proteins,Eggs,Natural,4.488933017401832,Spicy,Eggs,38.34175979194443,2.098931977840788,142.92416845913104,Beneficial,Beneficial,Beneficial,Beneficial,Beneficial,Neutral
2.322694977302892,User4,High Protein,59.28520815404307,31.046158006936697,Blueberries,Herbs & Spices,Spices,Natural,0.8793711570822949,Sweet,,39.897832351518076,3.65231516932579,48.25401925994415,Neutral,Neutral,Neutral,Beneficial,Beneficial,Neutral
1.0,User4,High Protein,58.37956555614971,23.789280641136017,Chia Seeds,Nuts & Seeds,Seeds,Natural,0.0,Neutral,,41.55780040171569,3.201449965903966,518.9374264059772,Neutral,Neutral,Neutral,Neutral,Neutral,Beneficial
19.830600339113026,User4,Low Carb,58.1184701317337,21.866917173434082,Almonds,Nuts & Seeds,Tree Nuts,Natural,0.0,Neutral,Nuts,69.6477839855429,3.509666080979376,612.3792253052919,Neutral,Neutral,Beneficial,Beneficial,Beneficial,Neutral
16.249329544916655,User4,Low Carb,58.499702984467,10.960331656963879,Salmon,Proteins,Fish,Natural,4.637229371355363,Neutral,,42.22200658394065,3.251534648025776,89.75791501257015,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
28.75394307309322,User5,Low Carb,39.473991972660144,16.34907072473192,Eggs,Proteins,Eggs,Natural,3.346280780953111,Neutral,Eggs,36.683230263472744,1.874281863579184,133.2983263073196,Beneficial,Beneficial,Beneficial,Beneficial,Beneficial,Neutral
1.0,User5,Low Carb,38.13296287077737,28.7985696066162,Coffee,Beverages,Coffee,Minimally Processed,148.76002103809043,Bitter,,52.75121693131747,5.275917630996413,30.766537975277124,Neutral,Neutral,Beneficial,Neutral,Neutral,Neutral
13.880624195071578,User5,Low Carb,37.14407055133197,31.039180559179258,Cinnamon,Herbs & Spices,Spices,Natural,0.8703748314809177,Sweet,,35.59916533609116,4.636720997100886,16.164222643497688,Neutral,Neutral,Neutral,Beneficial,Beneficial,Neutral
1.0,User5,Low Carb,37.22477974934221,19.26876420471335,White Bread,Grains,Bread,Highly Processed,0.0,Neutral,Gluten,35.70237561775678,2.5306392241779845,151.52039674299874,Neutral,Neutral,Neutral,Beneficial,Beneficial,Harmful
